,property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
2990,house,independent,sector 24,1.45,2984.0,4860.0,Plot area 60(50.17 sq.m.),3,3,1,,,Old Property,,540.0,,0,0,0,0,0,0,9
2991,flat,tulip ivory,sector 70,2.0,8333.0,2400.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4,5,3+,7.0,North-East,Moderately Old,2400.0,,1950.0,0,1,0,0,0,1,174
2992,flat,signature global solera,sector 107,0.36,6581.0,547.0,Carpet area: 547 (50.82 sq.m.),2,2,2,8.0,South-East,Relatively New,,,547.0,0,0,0,0,0,0,45
2993,flat,m3m woodshire,sector 107,1.3,10815.0,1202.0,Super Built up area 1943(180.51 sq.m.)Carpet area: 1202 sq.ft. (111.67 sq.m.),3,3,3,7.0,,Relatively New,1943.0,,1202.0,0,0,0,1,0,0,89
2994,flat,godrej aria,sector 79,0.96,13296.0,722.0,Super Built up area 1351(125.51 sq.m.)Carpet area: 722 sq.ft. (67.08 sq.m.),2,2,3,8.0,North-East,Relatively New,1351.0,,722.0,0,0,0,0,0,0,49
2995,flat,orris carnation residency,sector 85,0.72,4881.0,1475.0,Super Built up area 1475(137.03 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,2,9.0,West,Moderately Old,1475.0,1350.0,1250.0,0,0,0,0,1,0,49
2996,house,dlf city phase 1,sector 26,4.5,33333.0,1350.0,Plot area 150(125.42 sq.m.),3,3,2,2.0,East,Moderately Old,,1350.0,,1,1,0,0,0,0,70
2997,flat,ireo victory valley,sector 67,2.87,11904.0,2411.0,Super Built up area 2411(223.99 sq.m.)Carpet area: 1808 sq.ft. (167.97 sq.m.),3,3,3+,16.0,North-West,Relatively New,2411.0,,1808.0,0,1,0,0,0,1,174
2998,flat,ramprastha primera,sector 37d,1.08,6000.0,1800.0,Super Built up area 1800(167.23 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,9.0,South,Relatively New,1800.0,1700.0,1600.0,0,0,0,0,0,0,158
2999,house,not applicable,sector 11,2.2,12222.0,1800.0,Plot area 1800(167.23 sq.m.),4,3,2,1.0,South,Old Property,,1800.0,,1,0,0,1,0,0,24
3000,flat,paras dews,sector 106,0.95,6859.0,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,2.0,North,Relatively New,1385.0,940.0,845.0,0,0,0,0,0,0,49
3001,flat,godrej aria,sector 79,1.0,6653.0,1503.0,Super Built up area 1503(139.63 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,2,4.0,North-West,Relatively New,1503.0,1300.0,1200.0,1,0,0,0,0,0,49
3002,house,independent,sector 4,0.65,11111.0,585.0,Plot area 65(54.35 sq.m.),4,2,2,,,Moderately Old,,585.0,,0,0,0,0,0,0,0
3003,flat,ss residency,sector 12,0.53,4818.0,1100.0,Super Built up area 1100(102.19 sq.m.),3,3,2,2.0,,Relatively New,1100.0,,,0,0,0,0,0,1,14
3004,flat,bestech altura,sector 79,1.85,8605.0,2150.0,Super Built up area 2150(199.74 sq.m.),3,4,3+,11.0,North,New Property,2150.0,,,0,1,0,0,0,0,49
3005,flat,la vida by tata housing,sector 113,1.55,11654.0,1330.0,Super Built up area 1330(123.56 sq.m.)Built Up area: 1276 sq.ft. (118.54 sq.m.)Carpet area: 1180 sq.ft. (109.63 sq.m.),2,2,3,2.0,North-East,New Property,1330.0,1276.0,1180.0,0,0,0,0,0,0,174
3006,flat,paras dews,sector 106,0.88,6354.0,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,1.0,South,Relatively New,1385.0,940.0,845.0,0,0,0,0,0,0,49
3007,flat,emaar mgf palm terraces select,sector 66,3.4,14108.0,2410.0,Super Built up area 2410(223.9 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 2040 sq.ft. (189.52 sq.m.),4,4,3+,2.0,North-East,Relatively New,2410.0,2210.0,2040.0,0,1,0,0,0,1,157
3008,flat,signature global solera,sector 107,0.4,6645.0,602.0,Super Built up area 602(55.93 sq.m.)Carpet area: 548 sq.ft. (50.91 sq.m.),2,2,1,7.0,,Relatively New,602.0,,548.0,0,0,0,0,0,1,55
3009,flat,vatika gurgaon,sector 83,1.18,6801.0,1735.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,2,14.0,North,Relatively New,1735.0,,1500.0,0,0,0,0,0,0,26
3010,house,independent,sector 26,4.6,12198.0,3771.0,Plot area 419(350.34 sq.m.),4,4,3+,,,Old Property,,3771.0,,0,0,0,0,0,0,28
3012,flat,spaze privvy the address,sector 93,1.25,5700.0,2193.0,Built Up area: 2105 (195.56 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4,4,3,16.0,,Relatively New,,2105.0,1700.0,0,0,0,0,0,0,0
3013,flat,dlf new town heights,sector 86,1.27,6580.0,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,4,3,19.0,South-West,Relatively New,1930.0,1800.0,1450.0,0,1,0,1,0,0,126
3014,flat,godrej nature plus,sector 33,1.35,8232.0,1640.0,Super Built up area 1640(152.36 sq.m.),3,2,3+,7.0,North-East,Under Construction,1640.0,,,0,0,0,1,0,0,49
3015,flat,signature global grand iva,sector 103,0.23,6534.0,352.0,Carpet area: 360 (33.45 sq.m.),1,1,1,4.0,North-East,Relatively New,,,360.0,0,0,0,0,0,0,23
3016,flat,dlf regency park,sector 28,1.35,11989.0,1126.0,Built Up area: 1109 (103.03 sq.m.),2,2,2,1.0,,Moderately Old,,1109.0,,0,0,0,0,0,0,0
3017,house,independent,sector 47,5.25,11667.0,4500.0,Plot area 1944(180.6 sq.m.)Built Up area: 4650 sq.ft. (432 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),9,9,3+,4.0,East,Relatively New,,4650.0,4500.0,0,1,0,0,0,1,142
3018,flat,ireo skyon,sector 60,3.8,13571.0,2800.0,Super Built up area 2800(260.13 sq.m.)Built Up area: 2791 sq.ft. (259.29 sq.m.)Carpet area: 2768 sq.ft. (257.16 sq.m.),4,5,3,15.0,East,Moderately Old,2800.0,2791.0,2768.0,0,1,0,0,0,1,145
3019,flat,the lions cghs,sector 56,2.0,8333.0,2400.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4,4,3,8.0,West,Relatively New,2400.0,,2100.0,0,0,0,0,1,1,49
3020,flat,puri diplomatic greens,sector 111,3.5,11864.0,2950.0,Super Built up area 2950(274.06 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,5,3+,10.0,North-East,Relatively New,2950.0,2700.0,2500.0,0,1,0,0,0,1,49
3021,flat,emaar mgf the palm drive,sector 66,3.45,15682.0,2200.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,3,6.0,East,Relatively New,2200.0,2000.0,1800.0,0,1,0,0,0,1,95
3022,flat,ambience creacions,sector 22,4.1,28101.0,1459.0,Super Built up area 2781(258.36 sq.m.)Carpet area: 1459 sq.ft. (135.55 sq.m.),3,3,3+,2.0,North-East,New Property,2781.0,,1459.0,0,0,0,0,0,2,119
3023,flat,antriksh heights,sector 84,0.92,5041.0,1825.0,Super Built up area 1825(169.55 sq.m.),3,3,3,2.0,East,Relatively New,1825.0,,,1,0,0,1,0,0,67
3024,flat,breez global hill view,sohna road,0.35,5600.0,625.0,Carpet area: 625 (58.06 sq.m.),2,2,2,14.0,,Relatively New,,,625.0,0,0,0,0,0,0,98
3025,flat,ss the leaf,sector 85,1.1,6318.0,1741.0,Super Built up area 1741(161.74 sq.m.)Carpet area: 1218 sq.ft. (113.16 sq.m.),2,2,3+,3.0,South-East,Relatively New,1741.0,,1218.0,0,0,1,0,0,0,143
3026,house,ardee city,sector 52,5.5,20370.0,2700.0,Plot area 300(27.87 sq.m.),9,9,3+,3.0,South,Moderately Old,,300.0,,0,1,0,1,1,1,26
3027,flat,umang monsoon breeze,sector 78,0.8,4837.0,1654.0,Super Built up area 1654(153.66 sq.m.)Built Up area: 1472 sq.ft. (136.75 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),3,2,2,7.0,South,Moderately Old,1654.0,1472.0,1310.0,0,0,0,1,0,0,102
3028,flat,chd avenue,sector 71,0.82,7081.0,1158.0,Super Built up area 1200(111.48 sq.m.),2,2,2,6.0,,Moderately Old,1200.0,,,0,0,0,0,0,0,0
3029,flat,pareena coban residences,sector 99a,1.3,6510.0,1997.0,Built Up area: 1997 (185.53 sq.m.),3,3,0,16.0,,Undefined,,1997.0,,0,0,0,0,0,0,0
3030,flat,bestech park view residency,sector 2,0.98,6960.0,1408.0,Super Built up area 1415(131.46 sq.m.),2,2,3,0.0,East,Moderately Old,1415.0,,,0,0,0,0,0,0,85
3031,flat,raheja atlantis,sector 31,5.5,18688.0,2943.0,Super Built up area 2943(273.41 sq.m.),4,5,3+,1.0,North,Relatively New,2943.0,,,1,1,0,1,0,0,81
3032,house,dlf new town heights,sector 91,2.5,7058.0,3542.0,Plot area 3400(315.87 sq.m.),4,4,3+,3.0,East,Moderately Old,,3400.0,,1,1,1,1,0,1,80
3033,flat,signature global city,sector 37d,1.1,9839.0,1118.0,Carpet area: 1118 (103.87 sq.m.),2,2,2,4.0,South,Undefined,,,1118.0,0,0,0,0,0,0,59
3034,flat,deepak minda,manesar,1.25,4715.0,2651.0,Carpet area: 2650 (246.19 sq.m.),3,3,3+,6.0,,Moderately Old,,,2650.0,0,1,0,0,0,0,44
3035,flat,emaar mgf palm hills,sector 77,1.09,5383.0,2025.0,Super Built up area 2025(188.13 sq.m.),3,4,3+,5.0,South,Relatively New,2025.0,,,0,1,0,0,1,1,167
3036,house,independent,sector 26,4.5,33333.0,1350.0,Plot area 150(125.42 sq.m.),5,5,3+,2.0,,Old Property,,1350.0,,0,0,0,0,0,0,7
3037,flat,m3m woodshire,sector 107,1.7,6142.0,2768.0,Super Built up area 2768(257.16 sq.m.),4,5,3+,9.0,South,Relatively New,2768.0,,,0,1,0,0,0,0,79
3038,flat,raheja navodaya,sector 92,0.85,5407.0,1572.0,Super Built up area 1572(146.04 sq.m.),3,3,0,0.0,East,Relatively New,1572.0,,,0,0,0,0,0,0,88
3041,flat,elan the presidential,sector 106,6.3,15385.0,4095.0,Super Built up area 4095(380.44 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),5,6,3+,10.0,North-East,Under Construction,4095.0,,3500.0,0,0,0,0,0,1,62
3042,flat,vipul lavanya,sector 81,0.6,6667.0,900.0,Carpet area: 900 (83.61 sq.m.),2,2,1,0.0,East,Relatively New,,,900.0,0,0,0,0,0,0,49
3043,flat,vatika gurgaon,sector 83,1.25,6313.0,1980.0,Super Built up area 1980(183.95 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,12.0,North,Moderately Old,1980.0,1700.0,1400.0,0,1,0,0,0,0,95
3045,house,rk excelo,sector 12,0.6,13333.0,450.0,Plot area 50(4.65 sq.m.)Built Up area: 30 sq.ft. (2.79 sq.m.)Carpet area: 15 sq.ft. (1.39 sq.m.),5,3,2,3.0,North,Moderately Old,,30.0,15.0,0,0,0,0,1,0,0
3046,flat,supertech araville,sector 79,0.78,6023.0,1295.0,Super Built up area 1295(120.31 sq.m.),2,2,3+,0.0,,New Property,1295.0,,,0,0,0,0,1,0,74
3047,flat,la vida by tata housing,sector 113,2.48,14091.0,1760.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1980 sq.ft. (183.95 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,3,3+,8.0,,New Property,2217.0,1980.0,1760.0,0,1,0,0,0,0,79
3048,flat,birla navya,sector 63a,3.5,25926.0,1350.0,Carpet area: 1350 (125.42 sq.m.),3,3,3,1.0,,Under Construction,,,1350.0,0,0,0,0,0,0,38
3049,flat,bptp terra,sector 37d,1.6,7303.0,2191.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,3+,7.0,North,Relatively New,2191.0,2000.0,1800.0,0,0,0,0,1,1,139
3050,flat,emaar gurgaon greens,sector 102,1.35,8182.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,9.0,North-East,Relatively New,1650.0,,1022.58,0,1,0,0,0,0,100
3051,house,independent,sector 105,1.1,12222.0,900.0,Carpet area: 900 (83.61 sq.m.),6,4,1,1.0,South-West,Undefined,,,900.0,0,0,0,0,0,0,0
3052,flat,paras dews,sector 106,1.35,7297.0,1850.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,4,3+,18.0,North-East,Relatively New,2355.0,2100.0,1850.0,0,1,0,1,0,1,174
3053,flat,kanchanjanga tower,sector 56,1.45,7632.0,1900.0,Super Built up area 1900(176.52 sq.m.),3,3,3+,2.0,North,Moderately Old,1900.0,,,0,0,0,0,0,1,126
3054,flat,puri emerald bay,sector 104,2.6,15160.0,1715.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1715 sq.ft. (159.33 sq.m.),3,4,3+,5.0,,Relatively New,2450.0,,1715.0,1,1,0,0,0,0,81
3055,flat,imperia the esfera,sector 37c,0.87,5513.0,1578.0,Super Built up area 1578(146.6 sq.m.),2,3,3+,9.0,North-East,New Property,1578.0,,,1,0,0,0,0,0,49
3056,house,dlf city plots phase 3,sector 24,1.44,2963.0,4860.0,Plot area 60(50.17 sq.m.),4,2,2,1.0,,Old Property,,540.0,,0,0,0,0,0,0,8
3057,flat,signature global solera,sector 107,0.51,7907.0,645.0,Carpet area: 645 (59.92 sq.m.),3,2,2,9.0,South,Relatively New,,,645.0,0,0,0,0,1,0,15
3058,flat,aipl zen residences,sector 70a,1.25,9905.0,1262.0,Carpet area: 1262 (117.24 sq.m.),2,2,2,19.0,,New Property,,,1262.0,0,0,0,0,0,0,42
3059,flat,microtek greenburg,sector 86,1.65,8707.0,1895.0,Super Built up area 1895(176.05 sq.m.),3,4,3,8.0,North-West,Relatively New,1895.0,,,0,1,0,0,0,0,124
3060,flat,m3m golfestate,sector 65,13.2,12000.0,11000.0,Carpet area: 11000 (1021.93 sq.m.),4,4,3,13.0,North,Moderately Old,,,11000.0,0,1,0,0,0,0,60
3062,flat,shree vardhman victoria,sector 70,1.78,9128.0,1950.0,Super Built up area 1950(181.16 sq.m.),3,3,3+,7.0,North-East,Relatively New,1950.0,,,0,1,0,0,1,0,49
3063,flat,sobha city,sector 108,2.6,15196.0,1711.0,Super Built up area 1711(158.96 sq.m.),3,3,2,11.0,South,New Property,1711.0,,,0,0,0,0,0,0,49
3064,house,independent,sector 43,2.5,2885.0,8667.0,Plot area 107(89.47 sq.m.),7,7,3,4.0,West,Relatively New,,963.0,,0,0,0,0,1,1,20
3065,flat,vatika lifestyle homes,sector 83,1.05,7500.0,1400.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,2,2,1.0,South-West,Moderately Old,1755.0,1600.0,1400.0,0,0,0,0,0,1,106
3066,flat,m3m the marina,sector 68,1.45,9615.0,1508.0,Super Built up area 1508(140.1 sq.m.),3,2,3+,9.0,,New Property,1508.0,,,0,0,0,0,0,0,0
3067,flat,vatika xpressions,sector 88b,0.92,7360.0,1250.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,2,3.0,North,Relatively New,1350.0,1300.0,1250.0,0,0,0,1,0,0,174
3068,house,independent,sector 26,23.0,25556.0,9000.0,Plot area 1000(836.13 sq.m.),4,4,3+,2.0,South-West,Relatively New,,9000.0,,1,1,1,1,0,1,145
3069,flat,samadhan shri kamal cghs,sector 1,2.01,11427.0,1759.0,Carpet area: 1760 (163.51 sq.m.),4,4,3+,10.0,,Moderately Old,,,1760.0,0,0,0,0,0,2,0
3070,house,independent,sohna road road,6.25,6944.0,9001.0,Plot area 1000(836.13 sq.m.),3,3,0,1.0,,Moderately Old,,9000.0,,0,0,0,0,0,0,0
3071,flat,chd avenue,sector 71,1.25,6596.0,1895.0,Super Built up area 1743(161.93 sq.m.),3,4,2,14.0,North-East,Relatively New,1743.0,,,1,1,0,1,1,2,128
3072,house,independent,sector 105,0.38,8444.0,450.0,Carpet area: 50 (4.65 sq.m.),2,2,2,1.0,,Undefined,,,50.0,0,0,0,0,0,0,0
3073,flat,raheja vedaanta,sector 108,0.95,5214.0,1822.0,Super Built up area 1822(169.27 sq.m.),3,3,3,3.0,,Relatively New,1822.0,,,0,0,0,0,1,0,95
3074,flat,ss the leaf,sector 85,1.77,7350.0,2408.0,Super Built up area 2408(223.71 sq.m.),3,4,3+,7.0,South-West,New Property,2408.0,,,0,0,1,0,0,0,107
3075,flat,pyramid urban homes 2,sector 86,0.5,9615.0,520.0,Carpet area: 520 (48.31 sq.m.),2,2,1,10.0,,Relatively New,,,520.0,0,0,0,0,0,0,15
3076,flat,signature global solera,sector 107,0.28,5833.0,480.0,Carpet area: 489 (45.43 sq.m.),2,2,2,0.0,North-East,Relatively New,,,489.0,0,0,0,0,0,0,45
3077,flat,orchid petals,sector 49,1.9,10526.0,1805.0,Carpet area: 1805 (167.69 sq.m.),3,3,3,9.0,North-West,Moderately Old,,,1805.0,0,1,0,0,0,0,95
3078,flat,adani aangan galleria,sector 89,0.25,5000.0,500.0,Super Built up area 500(46.45 sq.m.)Built Up area: 430 sq.ft. (39.95 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1,1,1,6.0,,New Property,500.0,430.0,410.0,0,0,0,0,0,0,74
3079,house,independent,sector 4,2.35,16319.0,1440.0,Plot area 160(133.78 sq.m.),4,4,2,2.0,East,Old Property,,1440.0,,0,0,0,1,0,0,43
3081,house,independent,sector 12,1.4,8701.0,1609.0,Plot area 166(138.8 sq.m.),2,2,1,2.0,North-East,Old Property,,166.0,,0,0,0,0,0,0,0
3082,flat,afnhb jalvayu vihar,sector 30,1.45,11154.0,1300.0,Built Up area: 1300 (120.77 sq.m.)Carpet area: 1090 sq.ft. (101.26 sq.m.),3,2,2,2.0,North,Old Property,,1300.0,1090.0,0,0,0,0,0,2,75
3084,flat,puri emerald bay,sector 104,1.8,8824.0,2040.0,Super Built up area 1700(157.94 sq.m.),2,3,3,23.0,,New Property,1700.0,,,0,1,0,0,0,0,36
3085,flat,godrej,sector 79,1.93,8532.0,2262.0,Super Built up area 2262(210.15 sq.m.),3,4,3+,5.0,East,Relatively New,2262.0,,,0,1,0,0,0,0,158
3086,flat,paras dews,sector 106,0.97,8818.0,1100.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3,6.0,North-East,New Property,1385.0,1200.0,1100.0,0,0,0,1,0,1,174
3087,flat,signature global park,sohna road,0.54,7248.0,745.0,Carpet area: 745 (69.21 sq.m.),2,1,3,1.0,,New Property,,,745.0,0,0,0,0,0,0,65
3088,flat,dlf the skycourt,sector 86,1.5,6944.0,2160.0,Super Built up area 1900(176.52 sq.m.),3,3,1,16.0,East,Relatively New,1900.0,,,0,0,0,0,1,0,49
3089,flat,emaar mgf the palm drive,sector 66,4.6,18400.0,2500.0,Super Built up area 3300(306.58 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),3,3,3,11.0,North,Relatively New,3300.0,,2500.0,1,1,1,1,0,0,131
3090,flat,emaar palm gardens,sector 83,1.75,9211.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),3,3,3,6.0,West,Relatively New,1900.0,1600.0,1240.0,0,1,0,0,0,1,150
3091,house,independent,sector 2,2.55,16378.0,1557.0,Plot area 173(144.65 sq.m.),3,3,2,2.0,South,Old Property,,1557.0,,0,0,0,0,0,0,8
3093,flat,signature global city 92,sector 92,0.78,7723.0,1010.0,Super Built up area 1010(93.83 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,3,2.0,,Under Construction,1010.0,,700.0,0,0,0,0,1,0,24
3094,flat,bestech park view sanskruti,sector 92,1.68,11053.0,1520.0,Super Built up area 2120(196.95 sq.m.)Carpet area: 1520 sq.ft. (141.21 sq.m.),3,4,3+,15.0,East,Relatively New,2120.0,,1520.0,0,1,0,0,0,1,174
3095,flat,m3m woodshire,sector 107,0.8,5857.0,1366.0,Super Built up area 1366(126.91 sq.m.)Carpet area: 1055 sq.ft. (98.01 sq.m.),2,2,3+,6.0,West,Relatively New,1366.0,,1055.0,0,0,0,1,0,1,174
3096,flat,signature global solera,sector 107,0.38,6333.0,600.0,Super Built up area 650(60.39 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,3.0,East,Relatively New,650.0,,600.0,0,0,0,0,0,2,23
3097,flat,godrej habitat,sector 3,1.25,8657.0,1444.0,Super Built up area 1444(134.15 sq.m.)Carpet area: 913 sq.ft. (84.82 sq.m.),2,2,3,14.0,,Under Construction,1444.0,,913.0,0,0,0,0,0,0,36
3098,flat,pareena mi casa,sector 68,1.1,8835.0,1245.0,Super Built up area 1245(115.66 sq.m.),2,2,3,11.0,North,New Property,1245.0,,,0,0,0,0,0,0,95
3099,house,independent,sector 4,0.5,10482.0,477.0,Built Up area: 53 (44.31 sq.m.),5,3,0,1.0,,Undefined,,53.0,,0,0,0,0,0,0,0
3100,flat,m3m sierra 68,sector 68,1.2,9002.0,1333.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,3,1.0,North,Relatively New,1250.0,,750.0,0,0,0,0,0,2,76
3101,flat,m3m skywalk,sector 74,1.52,13345.0,1139.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1139.2 sq.ft. (105.84 sq.m.),2,2,3,6.0,South-East,Relatively New,1400.0,1250.0,1139.2,0,0,1,0,0,0,174
3102,flat,indiabulls enigma,sector 110,4.0,9850.0,4061.0,Built Up area: 3350 (311.23 sq.m.),4,4,3,17.0,,New Property,,3350.0,,0,0,0,0,0,0,59
3103,flat,the close north,sector 50,2.97,11401.0,2605.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,3,3+,8.0,North,Moderately Old,2605.0,2600.0,2100.0,0,1,0,0,0,1,174
3104,flat,hsiidc sidco aravali,manesar,0.81,3129.0,2589.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1877 sq.ft. (174.38 sq.m.),3,3,3+,2.0,South-West,Moderately Old,2588.0,1900.0,1877.0,0,1,0,0,0,0,74
3105,flat,sahara grace,sector 28,4.3,12421.0,3462.0,Super Built up area 3462.01(321.63 sq.m.),3,4,3,5.0,,Old Property,3462.01,,,0,1,1,0,0,0,24
3106,flat,suposhaa smartworld orchard,sector 61,2.25,14526.0,1549.0,Carpet area: 1549 (143.91 sq.m.),3,3,2,3.0,,Under Construction,,,1549.0,0,0,0,0,0,0,0
3107,flat,dlf new town heights,sector 90,1.54,6514.0,2364.0,Super Built up area 2364(219.62 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,4,3+,12.0,South-West,Moderately Old,2364.0,2200.0,1850.0,0,1,0,1,0,1,111
3108,flat,gls avenue 51,sector 92,0.45,7614.0,591.0,Built Up area: 646 (60.02 sq.m.)Carpet area: 591 sq.ft. (54.91 sq.m.),2,2,1,10.0,,New Property,,646.0,591.0,1,0,0,0,0,1,20
3109,flat,smart world orchard,sector 61,1.6,13913.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,4.0,,Under Construction,,,1150.0,0,0,0,0,0,0,16
3110,house,international city by sobha phase 2,sector 109,5.65,10463.0,5400.0,Plot area 600(501.68 sq.m.),4,4,3+,2.0,North-East,New Property,,5400.0,,0,1,0,0,1,1,44
3111,flat,orchid petals,sector 49,4.16,11699.0,3556.0,Super Built up area 3557(330.46 sq.m.),5,4,3+,14.0,East,Relatively New,3557.0,,,1,1,0,0,0,0,40
3112,house,suncity township,sector 54,2.0,3440.0,5814.0,Plot area 60Built Up area: 60 sq.m.Carpet area: 59 sq.m.,9,9,3,11.0,North,Relatively New,,60.0,59.0,0,1,0,0,0,2,7
3113,flat,microtek greenburg,sector 86,1.3,15294.0,850.0,Carpet area: 850 (78.97 sq.m.),2,3,3,5.0,North-East,Relatively New,,,850.0,1,0,0,0,0,1,45
3114,house,independent,sector 109,1.55,6568.0,2360.0,Built Up area: 2360 (219.25 sq.m.),3,2,0,1.0,,Undefined,,2360.0,,0,0,0,0,0,0,0
3115,flat,raheja vedaanta,sector 108,0.7,4667.0,1500.0,Built Up area: 1468 (136.38 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,1,10.0,West,Moderately Old,,1468.0,1150.0,0,0,0,0,0,0,0
3116,house,independent,sector 91,3.6,14815.0,2430.0,Plot area 270(225.75 sq.m.),4,4,3,2.0,North-East,New Property,,2430.0,,0,0,0,0,0,1,49
3117,flat,godrej nature plus,sector 33,1.08,13123.0,823.0,Carpet area: 76.44,2,2,3,8.0,,Under Construction,,,76.44,0,0,0,0,0,0,56
3118,flat,dlf 76,new,4.0,11429.0,3500.0,Carpet area: 3500 (325.16 sq.m.),4,4,2,4.0,,Under Construction,,,3500.0,1,1,0,0,0,1,101
3120,flat,vatika emilia floors,sector 83,0.6,5714.0,1050.0,Super Built up area 1050(97.55 sq.m.)Built Up area: 990 sq.ft. (91.97 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,2,1.0,South,Relatively New,1050.0,990.0,950.0,0,0,0,0,0,1,167
3121,house,ansals palam vihar,sector 2,4.0,16667.0,2400.0,Plot area 2400(222.97 sq.m.),4,4,3+,2.0,North-East,Moderately Old,,2400.0,,0,1,0,0,0,0,0
3122,flat,ild grand centra,sector 37c,0.95,5220.0,1820.0,Built Up area: 1820 (169.08 sq.m.),3,1,0,0.0,,Undefined,,1820.0,,0,0,0,0,0,0,0
3123,flat,smart world gems,sector 89,0.9,8145.0,1105.0,Built Up area: 1105 (102.66 sq.m.),2,2,2,1.0,,Undefined,,1105.0,,0,0,0,0,0,0,45
3124,house,sushant lok 1 builder floors,sector 43,1.95,10078.0,1935.0,Plot area 215(179.77 sq.m.),3,4,3+,4.0,West,New Property,,1935.0,,0,1,0,0,0,1,78
